   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.57045         16.0943       0.049153        12.5831         910.023       0.786733        201.402        0.668676       0.228618        58.5258
       1        0.500137          17.005      0.0507497        12.9918           901.3       0.799103        204.569         2.28684        0.22341        57.1924
       2        0.499359         15.1048      0.0486662        12.4584         904.194       0.800122         204.83         2.09227       0.227558        58.2543
       3        0.500244          17.965      0.0533768        13.6644         897.527       0.812786        208.072        0.718439       0.221923        56.8119
       4        0.500366         16.6281       0.051735        13.2441         904.235       0.794825        203.474       -0.172644       0.226538        57.9933
       5        0.500824         16.8367      0.0522273        13.3701         904.951       0.792508        202.881        -1.61659       0.224915        57.5777
       6        0.500641         15.9474       0.050086        12.8219         907.704       0.799697        204.721        -1.64908       0.228597        58.5204
       7        0.498489         16.9159      0.0519416         13.297         897.932       0.792914        202.985        0.607505       0.219768        56.2601
       8        0.502228         16.8036      0.0500637        12.8162         908.892       0.800254        204.864        0.520047       0.223599        57.2408
   total        0.507222         16.5872      0.0339987        13.0555         904.205       0.531693        204.169        0.411341       0.150082        57.6313
