   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564148         3.06781      0.0112625        2.88319         13716.2        7.18229        1838.65         2.62181       0.588843        150.743
       1          0.4991         3.02935      0.0112751        2.88639         13660.3         7.2015        1843.57        -4.37881       0.581573        148.882
       2        0.499283         3.06779      0.0112206        2.87244         13658.7         7.1847        1839.27         5.68072       0.579962        148.469
       3        0.501801          3.0025      0.0112602        2.88259         13694.8        7.19609        1842.18          1.3072       0.582779         149.19
       4         0.49968         3.00402      0.0112193        2.87213         13676.2        7.21851        1847.92        -6.14235       0.586878         150.24
       5        0.500137         3.02061      0.0112395        2.87729         13680.1         7.4048        1895.62       -0.191977       0.587965        150.518
       6         0.50061         3.00787      0.0109183        2.79506         13669.6        7.40635        1896.01        -3.51746       0.584755        149.696
       7         0.50087         3.07823      0.0114427        2.92931         13705.1        7.24685        1855.18        -3.78628           0.59        151.039
       8         0.49852         2.95924      0.0111767        2.86122         13636.1        7.13086        1825.49        -2.43029       0.579516        148.355
   total        0.506782         3.02746     0.00748873        2.87566         13677.7        4.83138        1855.25        -1.09934       0.389829        149.694
