   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.505118         18.9239      0.0139265        13.9265         689.869       0.186161        186.161      -0.0122447      0.0518265        51.8265
  accept        0.499758         19.7909      0.0142713        14.2713         688.112       0.185425        185.425        0.567129      0.0517688        51.7688
  accept         0.50003         19.4664      0.0141191        14.1191         688.999       0.185987        185.987        0.163953      0.0512083        51.2083
  accept         0.50021         19.7275      0.0141911        14.1911         689.804       0.185994        185.994        0.690813      0.0514893        51.4893
  accept        0.499983         20.1509      0.0142183        14.2183         687.755       0.185097        185.097       -0.198417      0.0514249        51.4249
  accept        0.499973         19.6005      0.0140201        14.0201         687.926       0.185372        185.372       -0.418595      0.0515707        51.5707
  accept        0.499822         19.1896      0.0139094        13.9094         687.927       0.185809        185.809        0.127422      0.0515883        51.5882
       1        0.500247         19.9186       0.014268         14.268         687.813       0.184956        184.956        0.700567      0.0509923        50.9923
       2        0.499728         19.5281       0.014159         14.159         686.853       0.186454        186.454        0.112441       0.051553         51.553
       3        0.500288         19.0883      0.0138704        13.8704          687.51        0.18467         184.67        0.226004      0.0517076        51.7076
       4        0.499931         19.3198      0.0141505        14.1505         689.103       0.185831        185.831       -0.870815      0.0516403        51.6403
       5        0.500115         19.7261       0.014228         14.228         687.909       0.185038        185.038       -0.763052      0.0515746        51.5746
       6        0.499947         19.3621      0.0140515        14.0515         689.118       0.186119        186.119        0.915768      0.0514753        51.4752
       7        0.499915         19.5063      0.0142282        14.2282          687.25       0.186908        186.908      -0.0184456      0.0513787        51.3787
       8        0.500225         19.6459      0.0142792        14.2792         689.515        0.18561         185.61        0.185601      0.0516027        51.6027
   total        0.500182         19.5108      0.0100101        14.1564          688.12       0.131313        185.704       0.0600244      0.0364086        51.4896
