   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.500006          12.929      0.0103662        10.3662         1423.04       0.321502        321.501       -0.678893      0.0662321        66.2321
    init        0.499831          12.644      0.0103295        10.3295         1420.98       0.321782        321.781        0.410045      0.0664797        66.4796
    init        0.500102         12.7957      0.0104205        10.4205         1418.85       0.321562        321.561      -0.0550784      0.0666092        66.6091
       1        0.500118         12.7961      0.0105595        10.5595         1423.17       0.321723        321.723       -0.537051      0.0669547        66.9547
       2        0.499792         12.6542      0.0103478        10.3478         1425.73       0.322771        322.771       -0.360812      0.0664903        66.4902
       3        0.499769         12.5287      0.0102736        10.2736         1420.06       0.321517        321.517        0.869501      0.0663123        66.3123
       4         0.50026         12.8439      0.0105096        10.5096         1417.42       0.324038        324.038       -0.124342      0.0658648        65.8647
       5        0.500054         12.7307      0.0104598        10.4598         1426.43       0.324024        324.024        -1.01113      0.0664142        66.4141
       6        0.500221         12.5822      0.0103923        10.3923         1417.93       0.317609        317.609        0.180519      0.0662099        66.2098
       7        0.500079         12.2953      0.0101682        10.1682         1427.74       0.321174        321.174        0.894747      0.0668753        66.8752
       8        0.499732         12.4291      0.0101066        10.1066         1427.51       0.326489        326.488        0.334345      0.0661566        66.1566
   total        0.500473         12.6068     0.00732202        10.3549         1423.21       0.228003        322.445        0.028303      0.0469539        66.4028
