   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init         0.49785          10.705      0.0089795         8.9795          1885.1       0.401961        401.961        0.152403      0.0732851         73.285
  accept        0.500091         10.5709     0.00888592        8.88591         1890.33       0.399677        399.677         0.29676      0.0735601        73.5601
  accept        0.499929         10.4599     0.00883541         8.8354         1885.55       0.401931        401.931      -0.0303413      0.0736533        73.6532
       1        0.499889          10.587     0.00900519        9.00519         1887.62        0.40082         400.82       -0.603631      0.0732038        73.2038
       2        0.499986          10.814     0.00915803        9.15802         1882.33       0.400638        400.638        -0.24725       0.073228         73.228
       3        0.499998         10.6456     0.00897215        8.97214         1888.03       0.402952        402.952        0.576804      0.0732534        73.2534
       4         0.50015         10.8657     0.00910886        9.10885         1886.87       0.401511        401.511       -0.376294      0.0740038        74.0037
       5        0.500111         10.5614     0.00891651        8.91651         1894.35       0.400535        400.535         -1.6294      0.0735428        73.5427
       6        0.500168         10.7504     0.00908555        9.08554         1892.92       0.401715        401.715        0.467749       0.073794        73.7939
       7        0.499858         10.8287     0.00914669        9.14669         1882.79       0.398493        398.493        0.125395      0.0740505        74.0505
       8        0.499975         10.6305     0.00894689        8.94688         1890.38        0.39807         398.07        -1.73167      0.0730909        73.0908
   total        0.500081         10.7091      0.0063939        9.04234         1888.15       0.283264        400.596         -0.4256      0.0519991        73.5378
