   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
    init        0.512452         45.4831      0.0169996        16.9995         56.3394      0.0465937        46.5937        0.726384      0.0264259        26.4258
    init          0.5125         44.8768       0.017172         17.172         57.0641      0.0465165        46.5165      0.00813441      0.0263598        26.3598
  accept        0.500395         45.3479      0.0172103        17.2103         58.0597       0.046844        46.8439       -0.817918      0.0266138        26.6138
  accept        0.500016         45.2756      0.0171237        17.1237         57.8967      0.0467231        46.7231       -0.116824      0.0268297        26.8297
  accept        0.499759         45.2098      0.0173722        17.3722         58.1495      0.0466557        46.6557       -0.533334      0.0267588        26.7588
  accept        0.499885         45.4186      0.0170096        17.0096          56.504      0.0462012        46.2012       -0.298626      0.0262701        26.2701
  accept        0.500274          44.651      0.0169027        16.9027         56.8349      0.0466943        46.6943       -0.148545      0.0265327        26.5327
  accept        0.500045         44.7719      0.0170001        17.0001         56.2845      0.0464873        46.4872       -0.494318      0.0264129        26.4129
  accept        0.499758         44.6322      0.0172713        17.2713         58.1452      0.0471087        47.1087        0.394349      0.0269889        26.9889
  accept        0.500199         45.2804      0.0172978        17.2978         57.7798      0.0465666        46.5666       0.0855363      0.0263114        26.3113
  accept        0.499922         45.2143      0.0172108        17.2108         57.1108      0.0459816        45.9815        -1.05779       0.026733         26.733
  accept        0.499917         45.2004      0.0169712        16.9712         57.1873      0.0460645        46.0644       0.0113232      0.0268351        26.8351
       1        0.500143         45.2502      0.0170306        17.0305         56.8891      0.0464104        46.4104        -0.69392      0.0266244        26.6244
       2        0.499812         44.5857      0.0172886        17.2886         57.1521      0.0465676        46.5675      -0.0422811      0.0266661        26.6661
       3        0.500256         45.5592      0.0172264        17.2264         57.4308      0.0467741        46.7741        0.141925         0.0265           26.5
       4        0.499807         44.7416      0.0171159        17.1159         57.0584      0.0465763        46.5763       -0.262468      0.0264901        26.4901
       5        0.499879         45.6305      0.0171868        17.1868         56.9657      0.0459921        45.9921        0.390985        0.02636          26.36
       6        0.500113         44.8308      0.0171861        17.1861         57.0474      0.0470591        47.0591       -0.209936      0.0264839        26.4839
       7        0.499848         44.8764      0.0170864        17.0864         56.5298      0.0461851        46.1851       -0.247748      0.0263137        26.3137
       8        0.500091         44.6819      0.0170649        17.0649         57.5729      0.0465364        46.5364        0.164134      0.0267455        26.7455
   total        0.500139         45.0187      0.0121293        17.1534         57.0825      0.0328949        46.5204      -0.0945932       0.018755        26.5236
