   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.566605         10.1726      0.0344714        8.82461         1949.45        1.61094        412.398        -3.58315       0.313093        80.1511
       1        0.500961         9.98653      0.0330103        8.45057         1962.95        1.58707        406.288        -1.94697       0.300577        76.9472
       2        0.499878         9.68507      0.0329764        8.44189         1961.53        1.58944        406.893        0.815639        0.30691        78.5683
       3         0.50174         9.43028      0.0315494         8.0766         1978.42        1.61998        414.711        -1.01271        0.30649        78.4608
       4        0.498032          9.6258      0.0324273        8.30132         1942.82        1.55907         399.12       -0.248531        0.30784        78.8065
       5        0.500748         9.40248      0.0305695        7.82574         1955.38        1.59716        408.869        0.633474       0.299944        76.7851
       6        0.497894         10.3246      0.0338885        8.67539         1944.61        1.57623        403.511         2.37691       0.303194        77.6172
       7        0.500977         9.38704      0.0330165        8.45216         1964.09        1.62883        416.977        -1.42421       0.310959        79.6049
       8        0.499802         9.62014      0.0330845        8.46957         1966.29        1.59598        408.568         3.72789       0.306552        78.4766
   total        0.508816         9.73843      0.0218757        8.40025          1958.3        1.06464         408.82      -0.0615493       0.204333        78.4635
