   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.563004         5.51116      0.0202041        5.17221         5107.46        3.37481        863.946         -2.6332       0.422689        108.208
       1        0.501678         5.39765      0.0195847        5.01365         5105.86        3.35069         857.77         5.48842        0.42555         108.94
       2        0.499817         5.37762      0.0183938        4.70877         5123.84        3.33816        854.563         2.83207       0.420959        107.765
       3        0.500381         4.99409       0.018248        4.67146         5131.16         3.4026        871.059      -0.0345492       0.430161         110.12
       4        0.499893         5.50391      0.0201138        5.14908         5116.42        3.45582        884.684       -0.223455       0.423359        108.379
       5        0.498825         5.30579      0.0187206        4.79243         5079.35        3.39175         868.28         1.93728       0.417298        106.827
       6        0.500504         5.32566       0.018543        4.74696         5116.28        3.41762        874.905       -0.892285        0.42262         108.19
       7        0.499557         5.59881      0.0195073        4.99384         5110.87        3.42125        875.834       -0.566961       0.417453        106.867
       8        0.499496          5.4173      0.0196754        5.03685          5093.6        3.43224        878.647         4.60198       0.417436        106.863
   total        0.508647          5.3816      0.0128276        4.92577         5108.44        2.26579         870.06          1.2034        0.28149        108.092
