   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.569077         17.2636      0.0516672        13.2267         804.039       0.793094        203.031        -1.26756       0.224876        57.5677
       1        0.501724         16.7035      0.0504927         12.926         810.136       0.787406        201.574        -2.54142       0.225729        57.7863
       2        0.500504         16.1943      0.0506239        12.9596         811.413       0.809338        207.189      -0.0684143       0.221223        56.6325
       3        0.499222         17.1131      0.0510314        13.0639         808.614       0.794737        203.451         2.70343        0.22831         58.447
       4        0.500412         17.6552       0.052703        13.4919         813.819       0.795544        203.658        -1.29005       0.222843        57.0473
       5        0.499649          16.348      0.0505971        12.9528         819.592       0.786597        201.367         1.50712       0.229088         58.646
       6        0.501648         16.7214       0.050533        12.9364         817.903       0.799408        204.647      -0.0823408       0.225353          57.69
       7        0.499969         17.1369       0.051922        13.2919         823.146       0.791511        202.625         1.38367       0.227746        58.3025
       8        0.498413         16.0743       0.049701        12.7233         821.079       0.818406         209.51      -0.0181921       0.221754        56.7686
   total        0.508647         16.8073      0.0340555        13.0773           814.2       0.531454        204.078       0.0312958       0.150088        57.6335
