   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.583176         58.2638      0.0767358        19.6442         93.2195       0.143089        36.6305      -0.0701245       0.100758        25.7937
       1        0.500122         60.8134      0.0764817        19.5792         90.0502       0.142904         36.583        0.658309      0.0880127        22.5311
       2        0.499985         58.5615       0.076833        19.6691         93.1093       0.140853        36.0581        0.446774      0.0963604        24.6681
       3        0.499619         59.8671      0.0743168        19.0249         90.1951       0.134452        34.4195        -1.63004      0.0921263        23.5841
       4        0.498947          59.042      0.0752144        19.2547         91.2805       0.136891        35.0439       -0.956698      0.0961372        24.6109
       5         0.49939         59.1252      0.0786319        20.1296         91.7478       0.141967        36.3433         1.06518        0.09136         23.388
       6        0.502167         58.9733      0.0757725        19.3976         91.7101       0.138255         35.393        -1.03146      0.0939051        24.0395
       7        0.499695         60.8375      0.0732091        18.7414         89.9691       0.137255        35.1369       -0.309466      0.0934278        23.9173
       8        0.499161         58.5697      0.0778685        19.9342         91.2234       0.138443         35.441        0.511581      0.0953495        24.4093
   total        0.508803         59.3392      0.0508018        19.5078         91.3937      0.0929317        35.6857       -0.141409      0.0628742        24.1436
