   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564667         4.93653      0.0174554        4.46856         5952.39        3.87608         992.27         7.19521       0.448447        114.802
       1        0.498672         5.11519      0.0183554        4.69895         5944.88        3.79445        971.371       -0.625013       0.442575        113.298
       2         0.50061         4.87067       0.017507        4.48176         5896.12        3.73334        955.728        0.516072       0.451355        115.546
       3        0.500153         4.92023      0.0177162        4.53532         5951.31        3.82317        978.723         1.13096       0.443486        113.531
       4        0.500107         5.04105      0.0180809        4.62868         5917.19        3.86127        988.479         -1.8197       0.446445        114.289
       5        0.499847         4.99944      0.0186215        4.76706         5941.23        3.88603        994.816         2.09819       0.442985        113.403
       6        0.500214         4.92776      0.0177892          4.554         5919.31        3.84827         985.15          -2.251       0.442601        113.305
       7        0.500549         4.98789      0.0183797        4.70518         5961.39        3.79194        970.728        0.185836       0.444269        113.732
       8        0.500732         4.84623      0.0176618        4.52138         5964.84        3.79206        970.759        -5.10781        0.44743        114.541
   total        0.507914         4.95819      0.0119618        4.59333          5939.1        2.54919        978.887        0.102214       0.297032         114.06
