   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.565491         8.76756       0.028992        7.42189         2467.77        1.89135        484.181         1.76751       0.333607        85.4027
       1        0.500366         8.63422      0.0297407        7.61357         2462.36        1.95818        501.289        -1.98999       0.333503        85.3761
       2        0.501083          8.4342      0.0300084         7.6821         2461.29        1.91428        490.052        -3.17138       0.331946        84.9776
       3        0.499161         8.81751      0.0303361        7.76598         2448.36        1.95032        499.279      -0.0465083       0.332979        85.2419
       4        0.500748         8.77969      0.0297878        7.62563         2449.34        1.89727        485.697          0.7461       0.321692        82.3526
       5        0.500443         8.95976      0.0313128        8.01601         2456.79        1.91491        490.213        -1.40134        0.32996         84.469
       6        0.499146         8.13132      0.0284504        7.28325         2466.48        1.92116        491.813        0.686256       0.332723        85.1763
       7          0.4991         8.38929       0.028529        7.30337         2456.41        1.92445        492.655       -0.148038       0.327415        83.8176
       8        0.500031         8.57478      0.0293027        7.50145         2429.92        1.90947         488.82       -0.137614        0.32988        84.4487
   total        0.505459         8.60616      0.0197472        7.58289         2455.84        1.28125        491.997       -0.336464       0.220307        84.5977
