   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.561661         3.52123      0.0131412        3.36411         11048.6        6.17737         1581.4        0.261779        0.54986        140.763
       1        0.502365         3.37875      0.0128783        3.29683         10986.2        6.22947        1594.73      -0.0686552       0.540721        138.424
       2        0.498322           3.351       0.012583        3.22123         11032.1        6.20517        1588.51        -2.80125       0.546481        139.898
       3        0.501587         3.46784      0.0131487        3.36604         11042.6        6.06674        1553.07        -1.66441       0.539371        138.078
       4        0.500504         3.44506      0.0127689        3.26881         11046.9        6.12252        1567.35        0.919668       0.550882        141.025
       5        0.499466         3.39561       0.012519        3.20484         11027.2        6.17011        1579.54         0.38312       0.544006        139.265
       6        0.500656         3.28703      0.0122653         3.1399         11106.6        6.21014        1589.78         -1.5461       0.541036        138.504
       7        0.499146         3.63693      0.0134975        3.45533         11064.5        6.21183        1590.22       -0.300165       0.542779         138.95
       8        0.500076          3.4216      0.0122844        3.14477         11039.7        6.14018        1571.87        0.284759       0.540161         138.28
   total        0.506694         3.43424      0.0085279         3.2747         11043.3        4.11599        1580.54       -0.649526       0.362701        139.277
