   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.563004         3.77369      0.0136822        3.50262         8878.79        5.20046        1331.31        -2.93049        0.51699        132.349
       1        0.499176          3.9502      0.0145127        3.71522         8777.05        5.27237        1349.72        -2.46072       0.503956        129.012
       2        0.502136         4.02845      0.0144993        3.71179         8818.36        5.29682        1355.98       -0.643676       0.507745        129.982
       3        0.499176         4.04351      0.0146748        3.75672          8769.2        5.35028        1369.66         1.69583       0.498194        127.537
       4        0.498917         4.00473       0.015043        3.85097         8768.67        5.11159        1308.56        -1.06405       0.508526        130.182
       5        0.501099         3.98724      0.0145829         3.7332         8770.39        5.10007        1305.61        -1.38833       0.509259        130.369
       6        0.501404         3.90331      0.0145634        3.72821         8866.59         5.1675        1322.87       -0.773979       0.505006        129.281
       7        0.499252         4.06518      0.0150118        3.84299         8859.78        5.26642        1348.19       -0.303365       0.506518        129.667
       8        0.501205         3.91987      0.0145146        3.71571         8853.56        5.18175        1326.52         1.80439       0.505301        129.356
   total        0.508335         3.96597     0.00972344        3.73379         8817.38        3.48022         1336.4       -0.652571        0.33785        129.734
