   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.576492         27.4499      0.0706432        18.0845         354.194       0.409753        104.896        -1.91855       0.165379        42.3368
       1        0.498505         27.1298      0.0696786        17.8376         346.826       0.387038        99.0811       0.0425487       0.166474         42.617
       2        0.500336         27.1054      0.0690927        17.6876         353.075       0.400966        102.646        0.656595       0.164491        42.1095
       3        0.500137         28.3805      0.0706792        18.0937         348.076       0.391428        100.205        -1.49435       0.166843        42.7115
       4        0.500809         28.6501      0.0708916        18.1481         351.894       0.403782        103.367          1.7116        0.16625        42.5596
       5        0.499847         27.8107      0.0696338        17.8261         352.636       0.393452        100.723        0.356096       0.161821        41.4258
       6        0.499802          26.781      0.0715357         18.313         352.175       0.384685        98.4785      -0.0657051       0.168225        43.0653
       7        0.500259         28.1173      0.0720466        18.4438         349.538       0.393991        100.861       -0.814955       0.167222        42.8084
       8        0.499451         28.6914      0.0716136        18.3329         351.411       0.397273        101.701          1.3875       0.164082        42.0047
   total        0.508016         27.7923      0.0471343        18.0995         351.025       0.263918        101.344      -0.0156253       0.110452        42.4133
