   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0         0.59462         96.3363      0.0172362        4.41244         3.66366      0.0172362        4.41244       -0.182407      0.0165571        4.23859
       1        0.500061         96.4971     0.00973879        2.49311         3.50287     0.00973879        2.49311       0.0358975     0.00975936        2.49838
       2        0.499237         96.5856     0.00937123        2.39902         3.41439     0.00937123        2.39902       0.0182563     0.00937666        2.40041
       3        0.501389         96.5615     0.00949358        2.43034         3.43853     0.00949358        2.43034       0.0123956     0.00934303         2.3918
       4        0.499802         96.5266      0.0097782         2.5032         3.47336      0.0097782         2.5032       0.0167606     0.00949493        2.43068
       5         0.49939          96.578     0.00962451        2.46386         3.42202     0.00962451        2.46386      -0.0202068     0.00949372        2.43037
       6        0.500458         96.5381     0.00963628        2.46687         3.46193     0.00963628        2.46687        -0.04783     0.00956087        2.44756
       7        0.498978         96.5503     0.00979218        2.50678          3.4497     0.00979218        2.50678     -0.00209214     0.00957791        2.45192
       8        0.501144         96.5374     0.00962734        2.46458         3.46264     0.00962734        2.46458       0.0114478     0.00944415        2.41769
   total        0.511488         96.5239     0.00715824        2.74875         3.47608     0.00715824        2.74875      -0.0157398     0.00700555        2.69012
