   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.562531         6.14869      0.0218402        5.59105         4356.61         3.0699        785.889         1.37852       0.414222         106.04
       1        0.501923          5.9571      0.0213053        5.45412         4354.88        2.92987        750.042        -4.67705        0.40001        102.402
       2        0.500931          6.1163      0.0216728        5.54821         4333.79        2.97197        760.818         4.60835       0.401503        102.784
       3        0.500229         5.83855      0.0209947         5.3746         4364.93        3.03306        776.457         1.81351       0.404843        103.639
       4        0.500519         5.75293      0.0212805        5.44777         4415.56         3.0212        773.422      -0.0729592       0.410592        105.111
       5        0.498917         5.85935      0.0209153        5.35427          4360.2        3.07759        787.857          2.5832       0.397735        101.819
       6        0.499359         5.79755      0.0208258        5.33138         4366.18        2.97171        760.751         -1.4053        0.40231        102.991
       7        0.502106         6.13826      0.0214549         5.4924         4362.29        2.97778        762.306        -1.99378       0.396906        101.607
       8        0.499908         6.05298      0.0220205        5.63719            4361        3.03167        776.102        -2.21687       0.405126        103.711
   total        0.507121         5.96577       0.014267        5.47852         4363.52        2.00605        770.322      -0.0890735       0.269339        103.426
