   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.560944         3.22595      0.0120079        3.07401         12235.5        6.52728        1670.97        -1.27726       0.566893        145.123
       1        0.502701         3.19841      0.0116077        2.97155         12300.2        6.78068        1735.84        -3.02321       0.571636        146.338
       2        0.501312         3.12997      0.0113921        2.91636         12256.9        6.64733         1701.7        -2.59406       0.561179        143.661
       3             0.5         3.14802      0.0118236        3.02683           12325        6.83849        1750.64        -4.48608       0.563462        144.245
       4        0.498901         3.14523      0.0117003        2.99525         12305.9        6.74671        1727.15        -2.42057        0.56873        145.594
       5        0.499222         3.25162       0.012135        3.10653           12388        6.76047        1730.67         2.46383       0.564637        144.546
       6        0.500565         3.25616      0.0119051        3.04769         12290.1        6.70111        1715.47        -2.41632       0.562875        144.095
       7        0.501221         3.25418      0.0118357        3.02991         12332.5        6.65548        1703.79        -3.90847       0.564781        144.583
       8        0.499039         3.28024      0.0119211        3.05179           12260        6.79046        1738.35       -0.910342       0.568151        145.446
   total        0.507412         3.21051      0.0078806        3.02614         12298.7         4.4765        1718.97        -2.28082       0.377239        144.859
