   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564529         6.48559       0.022281        5.70389         3676.59        2.62982        673.228        0.428511       0.385655         98.727
       1        0.500992         6.41336      0.0224276        5.74141         3670.14         2.6123        668.744       -0.181885       0.379158        97.0638
       2        0.500458         6.73056      0.0234202        5.99551         3675.84        2.66467        682.149        -1.02882        0.38221        97.8451
       3        0.501099         6.90544      0.0238469        6.10476         3666.32        2.65123        678.709         1.94206       0.379558        97.1662
       4        0.498428         6.91362      0.0247834        6.34451         3636.21         2.5857        661.934        0.174877       0.372675        95.4042
       5        0.498764         6.62563      0.0235259        6.02258         3664.82        2.63364        674.208         1.09089       0.374145        95.7804
       6        0.501175         6.79223      0.0241459        6.18129         3650.12        2.63994         675.82        0.170886         0.3797        97.2024
       7        0.500214          6.3302       0.022729        5.81858          3653.1        2.63191        673.765         1.74699       0.386327        98.8989
       8        0.499847         6.36126      0.0228639         5.8531         3680.75        2.58855        662.664         2.79228       0.381551        97.6762
   total        0.507684         6.61795      0.0155788        5.98222         3663.53         1.7508        672.306        0.856009        0.25334        97.2822
