   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.568085         10.8313      0.0353308        9.04463         1521.83        1.31722        337.205        -1.31586       0.284891        72.9315
       1        0.500916         10.8113      0.0357229          9.145         1534.98        1.29509        331.541       -0.396959       0.281195        71.9854
       2        0.499359         11.7356      0.0392555        10.0493         1499.97        1.32177         338.37        0.786359       0.278696        71.3456
       3        0.500504         11.3317      0.0383766        9.82434         1505.62        1.27084        325.333        0.881549       0.278102        71.1935
       4        0.499329         11.2843       0.036158        9.25638         1517.48        1.30709        334.612        -3.10434       0.280262        71.7464
       5        0.500595         11.3487      0.0370986        9.49717         1509.82        1.29535        331.607      -0.0273273       0.281395        72.0365
       6        0.499313         11.0528      0.0362695        9.28492            1537        1.32777        339.905        -1.75129       0.283975        72.6972
       7        0.500198         11.5616      0.0379329        9.71075         1506.22        1.32077        338.114         -1.1097       0.279897        71.6531
       8        0.500549         11.7536      0.0388545        9.94669         1525.25        1.32746        339.827        -3.23659        0.28372        72.6318
   total        0.508491         11.3038      0.0248562        9.54474         1517.34       0.873065        335.256        -1.02651       0.187432        71.9737
