   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.578979         40.1121      0.0813744        20.8317         196.879       0.258805        66.2536       -0.590577       0.141111        36.1242
       1        0.500595         38.8477      0.0828295        21.2042         200.033       0.249209        63.7969        0.710618       0.140323        35.9223
       2        0.498444         38.6389       0.080655        20.6475          198.83       0.248826        63.6989         1.49982       0.137564        35.2162
       3        0.500336         39.2138      0.0816764         20.909         198.941       0.251217        64.3112        0.204352       0.135713        34.7422
       4        0.499512         39.3637      0.0804822        20.6033         195.922       0.245685        62.8949        -1.69047       0.132944        34.0334
       5        0.501236         39.3473      0.0825271        21.1268         196.561       0.245355        62.8103        0.914432       0.132881        34.0172
       6        0.501053         36.7008      0.0826016        21.1458         203.868       0.255497        65.4067       -0.195347       0.139284        35.6565
       7        0.498749         39.7232      0.0815407        20.8743         200.511       0.259152        66.3425        0.359381       0.137993        35.3259
       8        0.499161         40.3191      0.0787248        20.1534          198.77       0.248443        63.6009        0.163746       0.131432        33.6464
   total        0.511936         39.1335      0.0543084        20.8543         198.878       0.167599        64.3578        0.147539      0.0910313        34.9559
