   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564362         2.78204       0.010321        2.64215         16478.7         8.3201        2129.93        -2.59848       0.624433        159.854
       1        0.497986         2.68378      0.0101033        2.58642         16313.9        8.39223         2148.4       -0.867419       0.611995         156.67
       2        0.501556         2.81255      0.0103092        2.63913         16398.3        8.44478        2161.85         3.14945       0.616328        157.779
       3        0.499329         2.82256      0.0105858        2.70994           16306        8.37669        2144.42         3.66486       0.624463        159.861
       4        0.497742         2.66475      0.0100425        2.57087         16285.3        8.20339        2100.05          4.6084       0.617296        158.027
       5        0.502289         2.78132      0.0104236        2.66842         16350.8         8.3955        2149.23        -1.27564       0.613941        157.168
       6        0.501633         2.73801      0.0101142        2.58922         16370.3        8.42333        2156.36         3.66679       0.623107        159.514
       7         0.49614         2.75594      0.0103375        2.64639         16328.6        8.30649        2126.45         2.51411       0.613362        157.019
       8        0.501343         2.56062      0.0096642        2.47402         16300.4        8.23313        2107.67         2.35877       0.617692        158.128
   total        0.507663         2.73397     0.00681359        2.61641           16349        5.56759        2137.95          1.5519       0.412293         158.32
