   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564194         3.71791      0.0136923         3.5052         9899.14        5.70357         1460.1        -5.74444       0.531169        135.978
       1        0.499344          3.7806      0.0142382        3.64495         9906.15        5.66729        1450.82       -0.598544       0.528791        135.369
       2        0.500641         3.66515      0.0136515        3.49476         9944.52        5.63334        1442.12        -1.61144       0.537198        137.522
       3        0.498657          3.7139      0.0137728         3.5258         9894.85        5.74546        1470.83       -0.356286       0.527702        135.091
       4        0.499893         3.66772      0.0134504        3.44328         9870.59         5.5919        1431.52        -2.84732       0.523358        133.979
       5        0.501266         3.72741      0.0136514        3.49474         9868.65        5.67129        1451.84        -1.34468        0.51921        132.917
       6        0.501129         3.57345      0.0130086        3.33018          9938.3        5.71545        1463.14         2.22295        0.52278        133.831
       7        0.499191         3.90113       0.014493        3.71018         9902.42        5.73599         1468.4        0.452388       0.529616        135.581
       8        0.499512          3.6849      0.0138136        3.53626         9868.55        5.64067           1444        0.330779       0.528769        135.364
   total        0.507263         3.71327     0.00916758        3.52034         9898.66        3.78759        1454.43        -1.10478       0.351846        135.108
