   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.564117         4.48908      0.0169353        4.33542         6852.91        4.26255         1091.2         2.87382       0.478508        122.497
       1        0.499939         4.58767      0.0173019        4.42925         6821.35        4.28321        1096.49       -0.278957       0.461123        118.047
       2         0.49939         4.64838      0.0165785        4.24405          6843.4        4.26587        1092.06         3.47065       0.467516        119.683
       3        0.501892          4.7557      0.0174172        4.45876         6825.68        4.17632        1069.13        0.466615       0.466053        119.309
       4        0.499435         4.47562      0.0160354        4.10502         6835.85        4.32487        1107.16        0.894104       0.468746        119.998
       5        0.499084         4.47148      0.0160381        4.10573         6803.91        4.19209        1073.17       -0.367082       0.463759        118.721
       6        0.499115         4.50283      0.0165585        4.23895         6829.78        4.21016        1077.79         2.19843       0.465175        119.084
       7        0.501892         4.65589      0.0169211        4.33178         6857.63        4.30876        1103.04         2.05673       0.467822        119.762
       8        0.497681          4.5938       0.016641        4.26006          6799.8        4.29561        1099.67        -3.83517       0.459534         117.64
   total        0.507751          4.5763      0.0111504        4.28172         6830.68        2.84101        1090.95        0.855409       0.311416        119.583
