   batch        P accept         n0 mean            +/-     n0 std dev          E mean            +/-      E std dev          P mean            +/-      P std dev
       0        0.561447         3.15491      0.0119585        3.06135         13545.2        7.38975        1891.76        -6.27598       0.586711        150.197
       1         0.50174         3.06286       0.011227         2.8741         13619.8        7.25928        1858.36        0.968192       0.581509        148.865
       2        0.502258         3.06045      0.0114974        2.94332         13604.4        7.28903        1865.98       -0.347245       0.584148        149.541
       3        0.498779         2.94855      0.0106522        2.72695         13577.4        7.25541        1857.37          1.5519       0.584413        149.609
       4        0.499573         3.07499      0.0113457        2.90447         13586.1         7.3444        1880.15       -0.605156       0.576081        147.476
       5        0.500519         3.13735      0.0116739         2.9885         13615.7        7.18337        1838.93         1.18383       0.585068        149.776
       6        0.501083         3.04945      0.0112046        2.86836         13625.2        7.35007         1881.6         1.77691       0.581023        148.741
       7        0.497421         3.06696      0.0113347        2.90166         13545.3        7.19634        1842.25        -3.28239       0.576015        147.459
       8         0.50145         3.05019       0.011477        2.93809         13600.4        7.34394        1880.03         0.55969       0.581919         148.97
   total        0.508443         3.06782     0.00758117        2.91116         13592.4        4.86099        1866.61       -0.483444       0.388188        149.064
